OKPD,TNVED,name_OKPD,name_TNVED
21.1,2937,Производство фармацевтических субстанций,"Г-ГОРМОНЫ, ПРОСТАГЛАНДИНЫ, ТРОМБОКСАНЫ И ЛЕЙКОТРИЕНЫ, ПРИРОДНЫЕ ИЛИ СИНТЕЗИРОВАННЫЕ; ИХ ПРОИЗВОДНЫЕ И СТРУКТУРНЫЕ АНАЛОГИ, ВКЛЮЧАЮЩИЕ ЦЕПОЧЕЧНЫЕ МОДИФИЦИРОВАННЫЕ ПОЛИПЕПТИДЫ, ИСПОЛЬЗУЕМЫЕ В ОСНОВНОМ В КАЧЕСТВЕ ГОРМОНОВ"
24.1,7209,"Производство чугуна, стали и ферросплавов","ПРОКАТ ПЛОСКИЙ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ ШИРИНОЙ 600 ММ ИЛИ БОЛЕЕ, ХОЛОДНОКАТАНЫЙ (ОБЖАТЫЙ В ХОЛОДНОМ СОСТОЯНИИ), НЕПЛАКИРОВАННЫЙ, БЕЗ ГАЛЬВАНИЧЕСКОГО ИЛИ ДРУГОГО ПОКРЫТИЯ"
24.1,7225,"Производство чугуна, стали и ферросплавов","ПРОКАТ ПЛОСКИЙ ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ, ШИРИНОЙ 600 ММ ИЛИ БОЛЕЕ"
25.7,8205,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","ИНСТРУМЕНТЫ РУЧНЫЕ (ВКЛЮЧАЯ АЛМАЗНЫЕ СТЕКЛОРЕЗЫ), В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ЛАМПЫ ПАЯЛЬНЫЕ; ТИСКИ, ЗАЖИМЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, КРОМЕ ПРИНАДЛЕЖНОСТЕЙ И ЧАСТЕЙ СТАНКОВ; НАКОВАЛЬНИ; ГОРНЫ ПЕРЕНОСНЫЕ; ШЛИФОВАЛЬНЫЕ КРУГИ С ОПОРНЫМИ КОНСТРУКЦИЯМИ, С РУЧНЫМ ИЛИ НОЖНЫМ ПРИВОДОМ"
25.7,8480,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","ОПОКИ ДЛЯ МЕТАЛЛОЛИТЕЙНОГО ПРОИЗВОДСТВА; ЛИТЕЙНЫЕ ПОДДОНЫ; МОДЕЛИ ЛИТЕЙНЫЕ; ФОРМЫ ДЛЯ ЛИТЬЯ МЕТАЛЛОВ (КРОМЕ ИЗЛОЖНИЦ), КАРБИДОВ МЕТАЛЛОВ, СТЕКЛА, МИНЕРАЛЬНЫХ МАТЕРИАЛОВ, РЕЗИНЫ ИЛИ ПЛАСТМАСС"
26.4,8528,Техника бытовая электронная,"МОНИТОРЫ И ПРОЕКТОРЫ, НЕ ВКЛЮЧАЮЩИЕ В СВОЙ СОСТАВ ПРИЕМНУЮ ТЕЛЕВИЗИОННУЮ АППАРАТУРУ; АППАРАТУРА ПРИЕМНАЯ ДЛЯ ТЕЛЕВИЗИОННОЙ СВЯЗИ, ВКЛЮЧАЮЩАЯ ИЛИ НЕ ВКЛЮЧАЮЩАЯ В СВОЙ СОСТАВ ШИРОКОВЕЩАТЕЛЬНЫЙ РАДИОПРИЕМНИК ИЛИ АППАРАТУРУ, ЗАПИСЫВАЮЩУЮ ИЛИ ВОСПРОИЗВОДЯЩУЮ ЗВУК ИЛИ ИЗОБРАЖЕНИЕ"
27.9,8532,Оборудование электрическое прочее,"КОНДЕНСАТОРЫ ЭЛЕКТРИЧЕСКИЕ ПОСТОЯННЫЕ, ПЕРЕМЕННЫЕ ИЛИ ПОДСТРОЕЧНЫЕ"
28.1,8414,Машины и оборудование общего назначения,"НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ"
28.2,8421,Машины и оборудование общего назначения прочие,"ЦЕНТРИФУГИ, ВКЛЮЧАЯ ЦЕНТРОБЕЖНЫЕ СУШИЛКИ; ОБОРУДОВАНИЕ И УСТРОЙСТВА ДЛЯ ФИЛЬТРОВАНИЯ ИЛИ ОЧИСТКИ ЖИДКОСТЕЙ ИЛИ ГАЗОВ"
28.2,8426,Машины и оборудование общего назначения прочие,"СУДОВЫЕ ДЕРРИК-КРАНЫ; КРАНЫ ПОДЪЕМНЫЕ, ВКЛЮЧАЯ КАБЕЛЬ-КРАНЫ; ФЕРМЫ ПОДЪЕМНЫЕ ПОДВИЖНЫЕ, ПОГРУЗЧИКИ ПОРТАЛЬНЫЕ И ТЕЛЕЖКИ, ОСНАЩЕННЫЕ ПОДЪЕМНЫМ КРАНОМ"
28.3,8432,Машины и оборудование для сельского и лесного хозяйства,"МАШИНЫ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ, САДОВЫЕ ИЛИ ЛЕСОХОЗЯЙСТВЕННЫЕ ДЛЯ ПОДГОТОВКИ И ОБРАБОТКИ ПОЧВЫ; КАТКИ ДЛЯ ГАЗОНОВ ИЛИ СПОРТПЛОЩАДОК"
28.4,8462,Оборудование металлообрабатывающее и станки,"СТАНКИ (ВКЛЮЧАЯ ПРЕССЫ) ДЛЯ ОБРАБОТКИ МЕТАЛЛОВ ОБЪЕМНОЙ ШТАМПОВКОЙ, КОВКОЙ ИЛИ ШТАМПОВКОЙ; СТАНКИ ДЛЯ ОБРАБОТКИ МЕТАЛЛОВ (ВКЛЮЧАЯ ПРЕССЫ) ГИБОЧНЫЕ, КРОМКОГИБОЧНЫЕ, ПРАВИЛЬНЫЕ, ОТРЕЗНЫЕ, ПРОБИВНЫЕ ИЛИ ВЫРУБНЫЕ; ПРЕССЫ ДЛЯ ОБРАБОТКИ МЕТАЛЛОВ ИЛИ КАРБИДОВ МЕТАЛЛОВ, НЕ ПОИМЕНОВАННЫЕ ВЫШЕ"
28.4,8465,Оборудование металлообрабатывающее и станки,"СТАНКИ (ВКЛЮЧАЯ МАШИНЫ ДЛЯ СБОРКИ С ПОМОЩЬЮ ГВОЗДЕЙ, СКОБ, КЛЕЯ ИЛИ ДРУГИМИ СПОСОБАМИ) ДЛЯ ОБРАБОТКИ ДЕРЕВА, ПРОБКИ, КОСТИ, ТВЕРДОЙ РЕЗИНЫ, ТВЕРДЫХ ПЛАСТМАСС ИЛИ АНАЛОГИЧНЫХ ТВЕРДЫХ МАТЕРИАЛОВ"
28.9,8430,Оборудование специального назначения прочее,"МАШИНЫ И МЕХАНИЗМЫ ПРОЧИЕ ДЛЯ ПЕРЕМЕЩЕНИЯ, ПЛАНИРОВКИ, ПРОФИЛИРОВАНИЯ, РАЗРАБОТКИ, ТРАМБОВАНИЯ, УПЛОТНЕНИЯ, ВЫЕМКИ ИЛИ БУРЕНИЯ ГРУНТА, ПОЛЕЗНЫХ ИСКОПАЕМЫХ ИЛИ РУД; ОБОРУДОВАНИЕ ДЛЯ ЗАБИВКИ И ИЗВЛЕЧЕНИЯ СВАЙ; СНЕГООЧИСТИТЕЛИ ПЛУЖНЫЕ И РОТОРНЫЕ"
30.9,8714,"Средства транспортные и оборудование, не включенные в другие группировки",ЧАСТИ И ПРИНАДЛЕЖНОСТИ К ТРАНСПОРТНЫМ СРЕДСТВАМ ТОВАРНЫХ ПОЗИЦИЙ 8711 - 8713
01.1,0603,Культуры однолетние,"СРЕЗАННЫЕ ЦВЕТЫ И БУТОНЫ, ПРИГОДНЫЕ ДЛЯ СОСТАВЛЕНИЯ БУКЕТОВ ИЛИ ДЛЯ ДЕКОРАТИВНЫХ ЦЕЛЕЙ, СВЕЖИЕ, ЗАСУШЕННЫЕ, ОКРАШЕННЫЕ, ОТБЕЛЕННЫЕ, ПРОПИТАННЫЕ ИЛИ ПОДГОТОВЛЕННЫЕ ДРУГИМИ СПОСОБАМИ"
01.1,0714,Культуры однолетние,"МАНИОК, МАРАНТА, САЛЕП, ЗЕМЛЯНАЯ ГРУША, ИЛИ ТОПИНАМБУР, СЛАДКИЙ КАРТОФЕЛЬ, ИЛИ БАТАТ, И АНАЛОГИЧНЫЕ КОРНЕПЛОДЫ И КЛУБНЕПЛОДЫ С ВЫСОКИМ СОДЕРЖАНИЕМ КРАХМАЛА ИЛИ ИНУЛИНА, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ ИЛИ СУШЕНЫЕ, ЦЕЛЫЕ ИЛИ НАРЕЗАННЫЕ ЛОМТИКАМИ ИЛИ В ВИДЕ ГРАНУЛ; СЕРДЦЕВИНА САГОВОЙ ПАЛЬМЫ"
01.1,1008,Культуры однолетние,"ГРЕЧИХА, ПРОСО И СЕМЕНА КАНАРЕЕЧНИКА; ПРОЧИЕ ЗЛАКИ"
01.2,0910,Культуры многолетние,"ИМБИРЬ, ШАФРАН, ТУРМЕРИК (КУРКУМА), ТИМЬЯН, ИЛИ ЧАБРЕЦ, ЛАВРОВЫЙ ЛИСТ, КАРРИ И ПРОЧИЕ ПРЯНОСТИ"
01.3,0601,"Материалы растительные: растения живые; луковицы, клубнелуковицы и корневища; отводки и черенки; грибницы","ЛУКОВИЦЫ, КЛУБНИ, КЛУБНЕВИДНЫЕ КОРНИ, КЛУБНЕЛУКОВИЦЫ, КОРНЕВИЩА, ВКЛЮЧАЯ РАЗВЕТВЛЕННЫЕ, НАХОДЯЩИЕСЯ В СОСТОЯНИИ ВЕГЕТАТИВНОГО ПОКОЯ, ВЕГЕТАЦИИ ИЛИ ЦВЕТЕНИЯ; РАСТЕНИЯ И КОРНИ ЦИКОРИЯ, КРОМЕ КОРНЕЙ ТОВАРНОЙ ПОЗИЦИИ 1212"
01.4,0102,Животные живые и продукты животного происхождения,КРУПНЫЙ РОГАТЫЙ СКОТ ЖИВОЙ
10.1,0202,Переработка и консервирование мяса и мясной пищевой продукции,"МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ"
10.3,2002,Переработка и консервирование фруктов и овощей,"ТОМАТЫ, ПРИГОТОВЛЕННЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ БЕЗ ДОБАВЛЕНИЯ УКСУСА ИЛИ УКСУСНОЙ КИСЛОТЫ"
10.3,2004,Переработка и консервирование фруктов и овощей,"ОВОЩИ ПРОЧИЕ, ПРИГОТОВЛЕННЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ БЕЗ ДОБАВЛЕНИЯ УКСУСА ИЛИ УКСУСНОЙ КИСЛОТЫ, ЗАМОРОЖЕННЫЕ, КРОМЕ ПРОДУКТОВ ТОВАРНОЙ ПОЗИЦИИ 2006"
10.4,1514,Производство растительных и животных масел и жиров,"МАСЛО РАПСОВОЕ (ИЗ РАПСА, ИЛИ КОЛЬЗЫ) ИЛИ ГОРЧИЧНОЕ И ИХ ФРАКЦИИ, НЕРАФИНИРОВАННЫЕ ИЛИ РАФИНИРОВАННЫЕ, НО БЕЗ ИЗМЕНЕНИЯ ХИМИЧЕСКОГО СОСТАВА"
10.8,2102,Производство прочих пищевых продуктов,ДРОЖЖИ (АКТИВНЫЕ ИЛИ НЕАКТИВНЫЕ); ПРОЧИЕ МЕРТВЫЕ ОДНОКЛЕТОЧНЫЕ МИКРООРГАНИЗМЫ (КРОМЕ ВАКЦИН ТОВАРНОЙ ПОЗИЦИИ 3002); ГОТОВЫЕ ПЕКАРНЫЕ ПОРОШКИ
13.9,5603,Производство прочих текстильных изделий,"НЕТКАНЫЕ МАТЕРИАЛЫ, ПРОПИТАННЫЕ ИЛИ НЕПРОПИТАННЫЕ, С ПОКРЫТИЕМ ИЛИ БЕЗ ПОКРЫТИЯ, ДУБЛИРОВАННЫЕ ИЛИ НЕДУБЛИРОВАННЫЕ"
14.1,6107,"Производство одежды, кроме одежды из меха","КАЛЬСОНЫ, ТРУСЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ"
14.1,6112,"Производство одежды, кроме одежды из меха","КОСТЮМЫ СПОРТИВНЫЕ, ЛЫЖНЫЕ И КУПАЛЬНЫЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ"
14.1,6201,"Производство одежды, кроме одежды из меха","ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6203"
14.1,6202,"Производство одежды, кроме одежды из меха","ПАЛЬТО, ПОЛУПАЛЬТО, НАКИДКИ, ПЛАЩИ, КУРТКИ (ВКЛЮЧАЯ ЛЫЖНЫЕ), ВЕТРОВКИ, ШТОРМОВКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6204"
14.1,6208,"Производство одежды, кроме одежды из меха","МАЙКИ И НАТЕЛЬНЫЕ ФУФАЙКИ ПРОЧИЕ, КОМБИНАЦИИ, НИЖНИЕ ЮБКИ, ТРУСЫ, ПАНТАЛОНЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, ПЕНЬЮАРЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК"
20.1,2805,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","МЕТАЛЛЫ ЩЕЛОЧНЫЕ ИЛИ ЩЕЛОЧНО-ЗЕМЕЛЬНЫЕ; МЕТАЛЛЫ РЕДКОЗЕМЕЛЬНЫЕ, СКАНДИЙ И ИТТРИЙ В ЧИСТОМ ВИДЕ, В СМЕСЯХ ИЛИ СПЛАВАХ; РТУТЬ"
20.1,2841,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",СОЛИ ОКСОМЕТАЛЛИЧЕСКИХ ИЛИ ПЕРОКСОМЕТАЛЛИЧЕСКИХ КИСЛОТ
20.1,3105,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","УДОБРЕНИЯ МИНЕРАЛЬНЫЕ ИЛИ ХИМИЧЕСКИЕ, СОДЕРЖАЩИЕ ДВА ИЛИ ТРИ ПИТАТЕЛЬНЫХ ЭЛЕМЕНТА АЗОТ, ФОСФОР И КАЛИЙ; УДОБРЕНИЯ ПРОЧИЕ; ТОВАРЫ ДАННОЙ ГРУППЫ В ТАБЛЕТКАХ ИЛИ АНАЛОГИЧНЫХ ФОРМАХ ИЛИ В УПАКОВКАХ, БРУТТО-МАССА КОТОРЫХ НЕ ПРЕВЫШАЕТ 10 КГ"
20.5,3301,Производство прочих химических продуктов,"МАСЛА ЭФИРНЫЕ (СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ ТЕРПЕНЫ), ВКЛЮЧАЯ КОНКРЕТЫ И АБСОЛЮТЫ; РЕЗИНОИДЫ; ЭКСТРАГИРОВАННЫЕ ЭФИРНЫЕ МАСЛА; КОНЦЕНТРАТЫ ЭФИРНЫХ МАСЕЛ В ЖИРАХ, НЕЛЕТУЧИХ МАСЛАХ, ВОСКАХ ИЛИ АНАЛОГИЧНЫХ ПРОДУКТАХ, ПОЛУЧАЕМЫЕ МЕТОДОМ АНФЛЕРАЖА ИЛИ МАЦЕРАЦИЕЙ; ТЕРПЕНОВЫЕ ПОБОЧНЫЕ ПРОДУКТЫ ДЕТЕРПЕНИЗАЦИИ ЭФИРНЫХ МАСЕЛ; ВОДНЫЕ ДИСТИЛЛЯТЫ И ВОДНЫЕ РАСТВОРЫ ЭФИРНЫХ МАСЕЛ"
21.2,3002,"Производство лекарственных препаратов и материалов, применяемых в медицинских целях","КРОВЬ ЧЕЛОВЕЧЕСКАЯ; КРОВЬ ЖИВОТНЫХ, ПРИГОТОВЛЕННАЯ ДЛЯ ИСПОЛЬЗОВАНИЯ В ТЕРАПЕВТИЧЕСКИХ, ПРОФИЛАКТИЧЕСКИХ ИЛИ ДИАГНОСТИЧЕСКИХ ЦЕЛЯХ; СЫВОРОТКИ ИММУННЫЕ, ФРАКЦИИ КРОВИ ПРОЧИЕ И ИММУНОЛОГИЧЕСКИЕ ПРОДУКТЫ, МОДИФИЦИРОВАННЫЕ ИЛИ НЕМОДИФИЦИРОВАННЫЕ, В ТОМ ЧИСЛЕ ПОЛУЧЕННЫЕ МЕТОДАМИ БИОТЕХНОЛОГИИ; ВАКЦИНЫ, ТОКСИНЫ, КУЛЬТУРЫ МИКРООРГАНИЗМОВ (КРОМЕ ДРОЖЖЕЙ) И АНАЛОГИЧНЫЕ ПРОДУКТЫ"
22.1,4009,Производство резиновых изделий,"ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, БЕЗ ФИТИНГОВ ИЛИ С ФИТИНГАМИ (НАПРИМЕР, СОЕДИНЕНИЯМИ, ПАТРУБКАМИ, ФЛАНЦАМИ)"
22.1,4011,Производство резиновых изделий,ШИНЫ И ПОКРЫШКИ ПНЕВМАТИЧЕСКИЕ РЕЗИНОВЫЕ НОВЫЕ
23.7,6802,"Резка, обработка и отделка камня","КАМЕНЬ, ОБРАБОТАННЫЙ (КРОМЕ СЛАНЦА) ДЛЯ ПАМЯТНИКОВ ИЛИ СТРОИТЕЛЬСТВА, И ИЗДЕЛИЯ ИЗ НЕГО, КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 6801; КУБИКИ ДЛЯ МОЗАИКИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ ПРИРОДНОГО КАМНЯ (ВКЛЮЧАЯ СЛАНЕЦ) НА ОСНОВЕ ИЛИ БЕЗ ОСНОВЫ; ГРАНУЛЫ, КРОШКА И ПОРОШОК ИЗ ПРИРОДНОГО КАМНЯ (ВКЛЮЧАЯ СЛАНЕЦ), ИСКУССТВЕННО ОКРАШЕННЫЕ"
24.1,7216,"Производство чугуна, стали и ферросплавов","УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
24.1,7228,"Производство чугуна, стали и ферросплавов","ПРУТКИ ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ ПРОЧИЕ; УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ, ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ; ПРУТКИ ПУСТОТЕЛЫЕ ДЛЯ БУРОВЫХ РАБОТ ИЗ ЛЕГИРОВАННОЙ ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ"
24.2,7305,"Производство стальных труб, полых профилей и фитингов","ТРУБЫ И ТРУБКИ ПРОЧИЕ (НАПРИМЕР, СВАРНЫЕ, КЛЕПАНЫЕ ИЛИ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ), С КРУГЛЫМ СЕЧЕНИЕМ, НАРУЖНЫЙ ДИАМЕТР КОТОРЫХ БОЛЕЕ 406,4 ММ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
24.2,7307,"Производство стальных труб, полых профилей и фитингов","ФИТИНГИ ДЛЯ ТРУБ ИЛИ ТРУБОК (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, СГОНЫ), ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
24.4,7110,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","Г-ПЛАТИНА НЕОБРАБОТАННАЯ ИЛИ ПОЛУОБРАБОТАННАЯ, ИЛИ В ВИДЕ ПОРОШКА"
24.4,7409,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ПЛИТЫ, ЛИСТЫ И ПОЛОСЫ ИЛИ ЛЕНТЫ МЕДНЫЕ, ТОЛЩИНОЙ БОЛЕЕ 0,15 ММ"
24.4,8112,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","БЕРИЛЛИЙ, ХРОМ, ГЕРМАНИЙ, ВАНАДИЙ, ГАЛЛИЙ, ГАФНИЙ, ИНДИЙ, НИОБИЙ (КОЛУМБИЙ), РЕНИЙ, ТАЛЛИЙ И ИЗДЕЛИЯ ИЗ НИХ, ВКЛЮЧАЯ ОТХОДЫ И ЛОМ"
25.7,8302,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","КРЕПЕЖНАЯ АРМАТУРА, ФУРНИТУРА И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ МЕБЕЛИ, ДВЕРЕЙ, ЛЕСТНИЦ, ОКОН, ШТОР, В САЛОНАХ ТРАНСПОРТНЫХ СРЕДСТВ, ШОРНЫХ ИЗДЕЛИЙ, ЧЕМОДАНОВ, ЯЩИКОВ, ШКАТУЛОК ИЛИ АНАЛОГИЧНЫХ ИЗДЕЛИЙ; ВЕШАЛКИ ДЛЯ ШЛЯП, КРЮЧКИ ДЛЯ ШЛЯП, КРОНШТЕЙНЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ; МЕБЕЛЬНЫЕ КОЛЕСА С КРЕПЕЖНЫМИ ПРИСПОСОБЛЕНИЯМИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ; АВТОМАТИЧЕСКИЕ УСТРОЙСТВА ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ ДЛЯ ЗАКРЫВАНИЯ ДВЕРЕЙ"
